KPI_ID,KPI_NAME,VALUE,PERIOD_START,PERIOD_END,REGION
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SHINE LINCOLNSHIRE
MHS126,People Waiting,*,01/01/2026,31/03/2026,SHINE LINCOLNSHIRE
MHS131,People Treated,*,01/01/2026,31/03/2026,SHINE LINCOLNSHIRE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SHINE LINCOLNSHIRE
MHS125,People Entering RTT Pathway,45,01/01/2026,31/03/2026,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
MHS126,People Waiting,162,01/01/2026,31/03/2026,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
MHS131,People Treated,32,01/01/2026,31/03/2026,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
MHS132,RTT Performance Percentage,135,01/01/2026,31/03/2026,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
MHS125,People Entering RTT Pathway,36,01/01/2026,31/03/2026,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
MHS126,People Waiting,159,01/01/2026,31/03/2026,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
MHS131,People Treated,5,01/01/2026,31/03/2026,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,35,01/01/2026,31/03/2026,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SAFETY NET
MHS126,People Waiting,*,01/01/2026,31/03/2026,SAFETY NET
MHS131,People Treated,*,01/01/2026,31/03/2026,SAFETY NET
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SAFETY NET
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,COGNUS LIMITED
MHS126,People Waiting,*,01/01/2026,31/03/2026,COGNUS LIMITED
MHS131,People Treated,12,01/01/2026,31/03/2026,COGNUS LIMITED
MHS132,RTT Performance Percentage,65,01/01/2026,31/03/2026,COGNUS LIMITED
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,EMERGE DVH
MHS126,People Waiting,*,01/01/2026,31/03/2026,EMERGE DVH
MHS131,People Treated,*,01/01/2026,31/03/2026,EMERGE DVH
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,EMERGE DVH
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ACTS TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,ACTS TRUST
MHS131,People Treated,*,01/01/2026,31/03/2026,ACTS TRUST
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ACTS TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,HALTON EHWB
MHS126,People Waiting,*,01/01/2026,31/03/2026,HALTON EHWB
MHS131,People Treated,*,01/01/2026,31/03/2026,HALTON EHWB
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,HALTON EHWB
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,EMERGE MTW
MHS126,People Waiting,*,01/01/2026,31/03/2026,EMERGE MTW
MHS131,People Treated,*,01/01/2026,31/03/2026,EMERGE MTW
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,EMERGE MTW
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SELF INJURY SUPPORT
MHS126,People Waiting,*,01/01/2026,31/03/2026,SELF INJURY SUPPORT
MHS131,People Treated,*,01/01/2026,31/03/2026,SELF INJURY SUPPORT
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SELF INJURY SUPPORT
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,YORKSHIRE HEALTH PARTNERS LTD
MHS126,People Waiting,*,01/01/2026,31/03/2026,YORKSHIRE HEALTH PARTNERS LTD
MHS131,People Treated,31,01/01/2026,31/03/2026,YORKSHIRE HEALTH PARTNERS LTD
MHS132,RTT Performance Percentage,111,01/01/2026,31/03/2026,YORKSHIRE HEALTH PARTNERS LTD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ROYAL SURREY NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,ROYAL SURREY NHS FOUNDATION TRUST
MHS131,People Treated,0,01/01/2026,31/03/2026,ROYAL SURREY NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,0,01/01/2026,31/03/2026,ROYAL SURREY NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ROYAL FREE LONDON NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,ROYAL FREE LONDON NHS FOUNDATION TRUST
MHS131,People Treated,135,01/01/2026,31/03/2026,ROYAL FREE LONDON NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,390,01/01/2026,31/03/2026,ROYAL FREE LONDON NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,40,01/01/2026,31/03/2026,NORTH EAST LONDON NHS FOUNDATION TRUST
MHS126,People Waiting,245,01/01/2026,31/03/2026,NORTH EAST LONDON NHS FOUNDATION TRUST
MHS131,People Treated,9,01/01/2026,31/03/2026,NORTH EAST LONDON NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,70,01/01/2026,31/03/2026,NORTH EAST LONDON NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST
MHS131,People Treated,1252,01/01/2026,31/03/2026,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,2300,01/01/2026,31/03/2026,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST
MHS131,People Treated,24,01/01/2026,31/03/2026,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,56,01/01/2026,31/03/2026,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST
MHS131,People Treated,*,01/01/2026,31/03/2026,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST
MHS131,People Treated,10,01/01/2026,31/03/2026,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,77,01/01/2026,31/03/2026,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,33,01/01/2026,31/03/2026,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST
MHS126,People Waiting,169,01/01/2026,31/03/2026,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST
MHS131,People Treated,23,01/01/2026,31/03/2026,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,63,01/01/2026,31/03/2026,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST
MHS131,People Treated,48,01/01/2026,31/03/2026,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,190,01/01/2026,31/03/2026,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,40,01/01/2026,31/03/2026,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST
MHS126,People Waiting,159,01/01/2026,31/03/2026,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST
MHS131,People Treated,4,01/01/2026,31/03/2026,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,340,01/01/2026,31/03/2026,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST
MHS131,People Treated,837,01/01/2026,31/03/2026,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,987,01/01/2026,31/03/2026,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,39,01/01/2026,31/03/2026,SOMERSET NHS FOUNDATION TRUST
MHS126,People Waiting,164,01/01/2026,31/03/2026,SOMERSET NHS FOUNDATION TRUST
MHS131,People Treated,2,01/01/2026,31/03/2026,SOMERSET NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,208,01/01/2026,31/03/2026,SOMERSET NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,51,01/01/2026,31/03/2026,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
MHS126,People Waiting,230,01/01/2026,31/03/2026,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
MHS131,People Treated,9,01/01/2026,31/03/2026,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,83,01/01/2026,31/03/2026,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST
MHS131,People Treated,*,01/01/2026,31/03/2026,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,39,01/01/2026,31/03/2026,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST
MHS126,People Waiting,169,01/01/2026,31/03/2026,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST
MHS131,People Treated,14,01/01/2026,31/03/2026,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,761,01/01/2026,31/03/2026,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST
MHS131,People Treated,114,01/01/2026,31/03/2026,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,444,01/01/2026,31/03/2026,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,49,01/01/2026,31/03/2026,WHITTINGTON HEALTH NHS TRUST
MHS126,People Waiting,120,01/01/2026,31/03/2026,WHITTINGTON HEALTH NHS TRUST
MHS131,People Treated,31,01/01/2026,31/03/2026,WHITTINGTON HEALTH NHS TRUST
MHS132,RTT Performance Percentage,165,01/01/2026,31/03/2026,WHITTINGTON HEALTH NHS TRUST
MHS125,People Entering RTT Pathway,34,01/01/2026,31/03/2026,WEST LONDON NHS TRUST
MHS126,People Waiting,182,01/01/2026,31/03/2026,WEST LONDON NHS TRUST
MHS131,People Treated,17,01/01/2026,31/03/2026,WEST LONDON NHS TRUST
MHS132,RTT Performance Percentage,480,01/01/2026,31/03/2026,WEST LONDON NHS TRUST
MHS125,People Entering RTT Pathway,21,01/01/2026,31/03/2026,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST
MHS126,People Waiting,141,01/01/2026,31/03/2026,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST
MHS131,People Treated,4,01/01/2026,31/03/2026,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST
MHS132,RTT Performance Percentage,112,01/01/2026,31/03/2026,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST HQ
MHS126,People Waiting,*,01/01/2026,31/03/2026,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST HQ
MHS131,People Treated,*,01/01/2026,31/03/2026,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST HQ
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST HQ
MHS125,People Entering RTT Pathway,34,01/01/2026,31/03/2026,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
MHS126,People Waiting,104,01/01/2026,31/03/2026,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
MHS131,People Treated,42,01/01/2026,31/03/2026,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,1031,01/01/2026,31/03/2026,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,146,01/01/2026,31/03/2026,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST
MHS126,People Waiting,1112,01/01/2026,31/03/2026,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST
MHS131,People Treated,38,01/01/2026,31/03/2026,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,107,01/01/2026,31/03/2026,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST
MHS131,People Treated,*,01/01/2026,31/03/2026,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,24,01/01/2026,31/03/2026,OXFORD HEALTH NHS FOUNDATION TRUST
MHS126,People Waiting,209,01/01/2026,31/03/2026,OXFORD HEALTH NHS FOUNDATION TRUST
MHS131,People Treated,9,01/01/2026,31/03/2026,OXFORD HEALTH NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,88,01/01/2026,31/03/2026,OXFORD HEALTH NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,35,01/01/2026,31/03/2026,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST
MHS126,People Waiting,111,01/01/2026,31/03/2026,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST
MHS131,People Treated,6,01/01/2026,31/03/2026,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,71,01/01/2026,31/03/2026,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST
MHS131,People Treated,247,01/01/2026,31/03/2026,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,471,01/01/2026,31/03/2026,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,56,01/01/2026,31/03/2026,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
MHS126,People Waiting,162,01/01/2026,31/03/2026,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
MHS131,People Treated,8,01/01/2026,31/03/2026,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,47,01/01/2026,31/03/2026,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,48,01/01/2026,31/03/2026,OXLEAS NHS FOUNDATION TRUST
MHS126,People Waiting,260,01/01/2026,31/03/2026,OXLEAS NHS FOUNDATION TRUST
MHS131,People Treated,21,01/01/2026,31/03/2026,OXLEAS NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,173,01/01/2026,31/03/2026,OXLEAS NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST
MHS131,People Treated,9,01/01/2026,31/03/2026,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,19,01/01/2026,31/03/2026,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,HOMERTON HEALTHCARE NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,HOMERTON HEALTHCARE NHS FOUNDATION TRUST
MHS131,People Treated,23,01/01/2026,31/03/2026,HOMERTON HEALTHCARE NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,378,01/01/2026,31/03/2026,HOMERTON HEALTHCARE NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,49,01/01/2026,31/03/2026,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST
MHS126,People Waiting,204,01/01/2026,31/03/2026,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST
MHS131,People Treated,21,01/01/2026,31/03/2026,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST
MHS132,RTT Performance Percentage,378,01/01/2026,31/03/2026,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST
MHS125,People Entering RTT Pathway,113,01/01/2026,31/03/2026,GATESHEAD HEALTH NHS FOUNDATION TRUST
MHS126,People Waiting,234,01/01/2026,31/03/2026,GATESHEAD HEALTH NHS FOUNDATION TRUST
MHS131,People Treated,*,01/01/2026,31/03/2026,GATESHEAD HEALTH NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,GATESHEAD HEALTH NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,35,01/01/2026,31/03/2026,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
MHS126,People Waiting,160,01/01/2026,31/03/2026,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
MHS131,People Treated,20,01/01/2026,31/03/2026,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,369,01/01/2026,31/03/2026,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SEVERN FIELDS HEALTH VILLAGE
MHS126,People Waiting,*,01/01/2026,31/03/2026,SEVERN FIELDS HEALTH VILLAGE
MHS131,People Treated,*,01/01/2026,31/03/2026,SEVERN FIELDS HEALTH VILLAGE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SEVERN FIELDS HEALTH VILLAGE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST"
MHS126,People Waiting,*,01/01/2026,31/03/2026,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST"
MHS131,People Treated,*,01/01/2026,31/03/2026,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST"
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST"
MHS125,People Entering RTT Pathway,28,01/01/2026,31/03/2026,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST
MHS126,People Waiting,96,01/01/2026,31/03/2026,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST
MHS131,People Treated,37,01/01/2026,31/03/2026,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,322,01/01/2026,31/03/2026,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,36,01/01/2026,31/03/2026,PENNINE CARE NHS FOUNDATION TRUST
MHS126,People Waiting,169,01/01/2026,31/03/2026,PENNINE CARE NHS FOUNDATION TRUST
MHS131,People Treated,5,01/01/2026,31/03/2026,PENNINE CARE NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,204,01/01/2026,31/03/2026,PENNINE CARE NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ASHTON OLD BATHS
MHS126,People Waiting,*,01/01/2026,31/03/2026,ASHTON OLD BATHS
MHS131,People Treated,*,01/01/2026,31/03/2026,ASHTON OLD BATHS
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ASHTON OLD BATHS
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ARUNDEL HOUSE
MHS126,People Waiting,*,01/01/2026,31/03/2026,ARUNDEL HOUSE
MHS131,People Treated,*,01/01/2026,31/03/2026,ARUNDEL HOUSE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ARUNDEL HOUSE
MHS125,People Entering RTT Pathway,42,01/01/2026,31/03/2026,LEICESTERSHIRE PARTNERSHIP NHS TRUST
MHS126,People Waiting,456,01/01/2026,31/03/2026,LEICESTERSHIRE PARTNERSHIP NHS TRUST
MHS131,People Treated,18,01/01/2026,31/03/2026,LEICESTERSHIRE PARTNERSHIP NHS TRUST
MHS132,RTT Performance Percentage,233,01/01/2026,31/03/2026,LEICESTERSHIRE PARTNERSHIP NHS TRUST
MHS125,People Entering RTT Pathway,244,01/01/2026,31/03/2026,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST
MHS126,People Waiting,1038,01/01/2026,31/03/2026,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST
MHS131,People Treated,68,01/01/2026,31/03/2026,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,224,01/01/2026,31/03/2026,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST
MHS131,People Treated,233,01/01/2026,31/03/2026,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,1062,01/01/2026,31/03/2026,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,55,01/01/2026,31/03/2026,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST
MHS126,People Waiting,142,01/01/2026,31/03/2026,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST
MHS131,People Treated,34,01/01/2026,31/03/2026,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,465,01/01/2026,31/03/2026,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,21,01/01/2026,31/03/2026,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST
MHS126,People Waiting,85,01/01/2026,31/03/2026,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST
MHS131,People Treated,7,01/01/2026,31/03/2026,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,217,01/01/2026,31/03/2026,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,25,01/01/2026,31/03/2026,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST
MHS126,People Waiting,123,01/01/2026,31/03/2026,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST
MHS131,People Treated,30,01/01/2026,31/03/2026,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,428,01/01/2026,31/03/2026,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,47,01/01/2026,31/03/2026,HUMBER TEACHING NHS FOUNDATION TRUST
MHS126,People Waiting,238,01/01/2026,31/03/2026,HUMBER TEACHING NHS FOUNDATION TRUST
MHS131,People Treated,18,01/01/2026,31/03/2026,HUMBER TEACHING NHS FOUNDATION TRUST
MHS132,RTT Performance Percentage,506,01/01/2026,31/03/2026,HUMBER TEACHING NHS FOUNDATION TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ST ANDREWS PLACE
MHS126,People Waiting,*,01/01/2026,31/03/2026,ST ANDREWS PLACE
MHS131,People Treated,*,01/01/2026,31/03/2026,ST ANDREWS PLACE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ST ANDREWS PLACE
MHS125,People Entering RTT Pathway,40,01/01/2026,31/03/2026,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST
MHS126,People Waiting,115,01/01/2026,31/03/2026,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST
MHS131,People Treated,7,01/01/2026,31/03/2026,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST
MHS132,RTT Performance Percentage,54,01/01/2026,31/03/2026,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST
MHS125,People Entering RTT Pathway,42,01/01/2026,31/03/2026,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST
MHS126,People Waiting,163,01/01/2026,31/03/2026,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST
MHS131,People Treated,11,01/01/2026,31/03/2026,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST
