KPI_ID,KPI_NAME,VALUE,PERIOD_START,PERIOD_END,REGION
MHS131,People Treated,1,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 02H
MHS132,RTT Performance Percentage,53,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 02H
MHS125,People Entering RTT Pathway,66,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M
MHS126,People Waiting,335,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M
MHS131,People Treated,15,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M
MHS132,RTT Performance Percentage,236,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M
MHS125,People Entering RTT Pathway,34,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 02P
MHS126,People Waiting,122,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 02P
MHS131,People Treated,15,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 02P
MHS132,RTT Performance Percentage,134,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 02P
MHS125,People Entering RTT Pathway,58,01/01/2026,31/03/2026,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q
MHS126,People Waiting,175,01/01/2026,31/03/2026,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q
MHS131,People Treated,14,01/01/2026,31/03/2026,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q
MHS132,RTT Performance Percentage,122,01/01/2026,31/03/2026,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q
MHS125,People Entering RTT Pathway,16,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 02T
MHS126,People Waiting,126,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 02T
MHS131,People Treated,29,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 02T
MHS132,RTT Performance Percentage,537,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 02T
MHS125,People Entering RTT Pathway,22,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 02X
MHS126,People Waiting,80,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 02X
MHS131,People Treated,0,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 02X
MHS132,RTT Performance Percentage,242,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 02X
MHS125,People Entering RTT Pathway,34,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y
MHS126,People Waiting,123,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y
MHS131,People Treated,26,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y
MHS132,RTT Performance Percentage,277,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y
MHS125,People Entering RTT Pathway,48,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03F
MHS126,People Waiting,177,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03F
MHS131,People Treated,21,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03F
MHS132,RTT Performance Percentage,502,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03F
MHS125,People Entering RTT Pathway,36,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03H
MHS126,People Waiting,216,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03H
MHS131,People Treated,14,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03H
MHS132,RTT Performance Percentage,58,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03H
MHS125,People Entering RTT Pathway,15,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03K
MHS126,People Waiting,329,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03K
MHS131,People Treated,6,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03K
MHS132,RTT Performance Percentage,552,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03K
MHS125,People Entering RTT Pathway,41,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 03L
MHS126,People Waiting,209,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 03L
MHS131,People Treated,7,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 03L
MHS132,RTT Performance Percentage,923,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 03L
MHS125,People Entering RTT Pathway,79,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 03N
MHS126,People Waiting,211,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 03N
MHS131,People Treated,7,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 03N
MHS132,RTT Performance Percentage,187,01/01/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 03N
MHS125,People Entering RTT Pathway,34,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q
MHS126,People Waiting,164,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q
MHS131,People Treated,0,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q
MHS132,RTT Performance Percentage,36,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q
MHS125,People Entering RTT Pathway,24,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 03R
MHS126,People Waiting,115,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 03R
MHS131,People Treated,10,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 03R
MHS132,RTT Performance Percentage,95,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 03R
MHS125,People Entering RTT Pathway,62,01/01/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W"
MHS126,People Waiting,470,01/01/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W"
MHS131,People Treated,2,01/01/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W"
MHS132,RTT Performance Percentage,251,01/01/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W"
MHS125,People Entering RTT Pathway,42,01/01/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C"
MHS126,People Waiting,478,01/01/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C"
MHS131,People Treated,1,01/01/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C"
MHS132,RTT Performance Percentage,105,01/01/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C"
MHS125,People Entering RTT Pathway,35,01/01/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V"
MHS126,People Waiting,326,01/01/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V"
MHS131,People Treated,4,01/01/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V"
MHS132,RTT Performance Percentage,224,01/01/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V"
MHS125,People Entering RTT Pathway,39,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y
MHS126,People Waiting,161,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y
MHS131,People Treated,18,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y
MHS132,RTT Performance Percentage,204,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y
MHS125,People Entering RTT Pathway,28,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D
MHS126,People Waiting,133,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D
MHS131,People Treated,15,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D
MHS132,RTT Performance Percentage,139,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D
MHS125,People Entering RTT Pathway,26,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G
MHS126,People Waiting,165,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G
MHS131,People Treated,7,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G
MHS132,RTT Performance Percentage,147,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G
MHS125,People Entering RTT Pathway,39,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q
MHS126,People Waiting,148,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q
MHS131,People Treated,17,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q
MHS132,RTT Performance Percentage,120,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q
MHS125,People Entering RTT Pathway,34,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V
MHS126,People Waiting,142,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V
MHS131,People Treated,16,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V
MHS132,RTT Performance Percentage,98,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V
MHS125,People Entering RTT Pathway,19,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W
MHS126,People Waiting,138,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W
MHS131,People Treated,6,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W
MHS132,RTT Performance Percentage,84,01/01/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W
MHS125,People Entering RTT Pathway,29,01/01/2026,31/03/2026,NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H
MHS126,People Waiting,110,01/01/2026,31/03/2026,NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H
MHS131,People Treated,30,01/01/2026,31/03/2026,NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H
MHS132,RTT Performance Percentage,267,01/01/2026,31/03/2026,NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H
MHS125,People Entering RTT Pathway,27,01/01/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K
MHS126,People Waiting,138,01/01/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K
MHS131,People Treated,11,01/01/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K
MHS132,RTT Performance Percentage,76,01/01/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K
MHS125,People Entering RTT Pathway,23,01/01/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L
MHS126,People Waiting,77,01/01/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L
MHS131,People Treated,57,01/01/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L
MHS132,RTT Performance Percentage,1073,01/01/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L
MHS125,People Entering RTT Pathway,28,01/01/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N
MHS126,People Waiting,195,01/01/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N
MHS131,People Treated,14,01/01/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N
MHS132,RTT Performance Percentage,395,01/01/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N
MHS125,People Entering RTT Pathway,66,01/01/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 06Q
MHS126,People Waiting,159,01/01/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 06Q
MHS131,People Treated,12,01/01/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 06Q
MHS132,RTT Performance Percentage,84,01/01/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 06Q
MHS125,People Entering RTT Pathway,42,01/01/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T
MHS126,People Waiting,187,01/01/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T
MHS131,People Treated,3,01/01/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T
MHS132,RTT Performance Percentage,61,01/01/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T
MHS125,People Entering RTT Pathway,33,01/01/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 07G
MHS126,People Waiting,177,01/01/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 07G
MHS131,People Treated,12,01/01/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 07G
MHS132,RTT Performance Percentage,75,01/01/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 07G
MHS125,People Entering RTT Pathway,28,01/01/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H
MHS126,People Waiting,85,01/01/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H
MHS131,People Treated,12,01/01/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H
MHS132,RTT Performance Percentage,62,01/01/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H
MHS125,People Entering RTT Pathway,37,01/01/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K
MHS126,People Waiting,152,01/01/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K
MHS131,People Treated,53,01/01/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K
MHS132,RTT Performance Percentage,1067,01/01/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K
MHS125,People Entering RTT Pathway,60,01/01/2026,31/03/2026,NHS SUSSEX ICB - 09D
MHS126,People Waiting,206,01/01/2026,31/03/2026,NHS SUSSEX ICB - 09D
MHS131,People Treated,106,01/01/2026,31/03/2026,NHS SUSSEX ICB - 09D
MHS132,RTT Performance Percentage,364,01/01/2026,31/03/2026,NHS SUSSEX ICB - 09D
MHS125,People Entering RTT Pathway,22,01/01/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q"
MHS126,People Waiting,190,01/01/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q"
MHS131,People Treated,14,01/01/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q"
MHS132,RTT Performance Percentage,345,01/01/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q"
MHS125,People Entering RTT Pathway,38,01/01/2026,31/03/2026,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R
MHS126,People Waiting,135,01/01/2026,31/03/2026,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R
MHS131,People Treated,1,01/01/2026,31/03/2026,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R
MHS132,RTT Performance Percentage,63,01/01/2026,31/03/2026,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R
MHS125,People Entering RTT Pathway,33,01/01/2026,31/03/2026,NHS DORSET ICB - 11J
MHS126,People Waiting,173,01/01/2026,31/03/2026,NHS DORSET ICB - 11J
MHS131,People Treated,21,01/01/2026,31/03/2026,NHS DORSET ICB - 11J
MHS132,RTT Performance Percentage,114,01/01/2026,31/03/2026,NHS DORSET ICB - 11J
MHS125,People Entering RTT Pathway,53,01/01/2026,31/03/2026,NHS GLOUCESTERSHIRE ICB - 11M
MHS126,People Waiting,141,01/01/2026,31/03/2026,NHS GLOUCESTERSHIRE ICB - 11M
MHS131,People Treated,49,01/01/2026,31/03/2026,NHS GLOUCESTERSHIRE ICB - 11M
MHS132,RTT Performance Percentage,643,01/01/2026,31/03/2026,NHS GLOUCESTERSHIRE ICB - 11M
MHS125,People Entering RTT Pathway,43,01/01/2026,31/03/2026,NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N
MHS126,People Waiting,170,01/01/2026,31/03/2026,NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N
MHS131,People Treated,12,01/01/2026,31/03/2026,NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N
MHS132,RTT Performance Percentage,714,01/01/2026,31/03/2026,NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N
MHS125,People Entering RTT Pathway,39,01/01/2026,31/03/2026,NHS SOMERSET ICB - 11X
MHS126,People Waiting,164,01/01/2026,31/03/2026,NHS SOMERSET ICB - 11X
MHS131,People Treated,2,01/01/2026,31/03/2026,NHS SOMERSET ICB - 11X
MHS132,RTT Performance Percentage,70,01/01/2026,31/03/2026,NHS SOMERSET ICB - 11X
MHS125,People Entering RTT Pathway,43,01/01/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 12F
MHS126,People Waiting,225,01/01/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 12F
MHS131,People Treated,15,01/01/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 12F
MHS132,RTT Performance Percentage,260,01/01/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 12F
MHS125,People Entering RTT Pathway,57,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T
MHS126,People Waiting,206,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T
MHS131,People Treated,66,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T
MHS132,RTT Performance Percentage,1005,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T
MHS125,People Entering RTT Pathway,56,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 14L
MHS126,People Waiting,212,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 14L
MHS131,People Treated,9,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 14L
MHS132,RTT Performance Percentage,225,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 14L
MHS125,People Entering RTT Pathway,27,01/01/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 14Y"
MHS126,People Waiting,267,01/01/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 14Y"
MHS131,People Treated,9,01/01/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 14Y"
MHS132,RTT Performance Percentage,85,01/01/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 14Y"
MHS125,People Entering RTT Pathway,51,01/01/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
MHS126,People Waiting,160,01/01/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
MHS131,People Treated,60,01/01/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
MHS132,RTT Performance Percentage,915,01/01/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
MHS125,People Entering RTT Pathway,40,01/01/2026,31/03/2026,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C"
MHS126,People Waiting,121,01/01/2026,31/03/2026,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C"
MHS131,People Treated,7,01/01/2026,31/03/2026,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C"
MHS132,RTT Performance Percentage,87,01/01/2026,31/03/2026,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C"
MHS125,People Entering RTT Pathway,44,01/01/2026,31/03/2026,NHS BIRMINGHAM AND SOLIHULL ICB - 15E
MHS126,People Waiting,203,01/01/2026,31/03/2026,NHS BIRMINGHAM AND SOLIHULL ICB - 15E
MHS131,People Treated,3,01/01/2026,31/03/2026,NHS BIRMINGHAM AND SOLIHULL ICB - 15E
MHS132,RTT Performance Percentage,65,01/01/2026,31/03/2026,NHS BIRMINGHAM AND SOLIHULL ICB - 15E
MHS125,People Entering RTT Pathway,45,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 15F
MHS126,People Waiting,127,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 15F
MHS131,People Treated,27,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 15F
MHS132,RTT Performance Percentage,348,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 15F
MHS125,People Entering RTT Pathway,43,01/01/2026,31/03/2026,NHS DERBY AND DERBYSHIRE ICB - 15M
MHS126,People Waiting,239,01/01/2026,31/03/2026,NHS DERBY AND DERBYSHIRE ICB - 15M
MHS131,People Treated,10,01/01/2026,31/03/2026,NHS DERBY AND DERBYSHIRE ICB - 15M
MHS132,RTT Performance Percentage,199,01/01/2026,31/03/2026,NHS DERBY AND DERBYSHIRE ICB - 15M
MHS125,People Entering RTT Pathway,52,01/01/2026,31/03/2026,NHS DEVON ICB - 15N
MHS126,People Waiting,203,01/01/2026,31/03/2026,NHS DEVON ICB - 15N
MHS131,People Treated,28,01/01/2026,31/03/2026,NHS DEVON ICB - 15N
MHS132,RTT Performance Percentage,219,01/01/2026,31/03/2026,NHS DEVON ICB - 15N
MHS125,People Entering RTT Pathway,32,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C
MHS126,People Waiting,86,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C
MHS131,People Treated,8,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C
MHS132,RTT Performance Percentage,112,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C
MHS125,People Entering RTT Pathway,42,01/01/2026,31/03/2026,NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C
MHS126,People Waiting,152,01/01/2026,31/03/2026,NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C
MHS131,People Treated,36,01/01/2026,31/03/2026,NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C
MHS132,RTT Performance Percentage,156,01/01/2026,31/03/2026,NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C
MHS125,People Entering RTT Pathway,42,01/01/2026,31/03/2026,NHS NORFOLK AND WAVENEY ICB - 26A
MHS126,People Waiting,131,01/01/2026,31/03/2026,NHS NORFOLK AND WAVENEY ICB - 26A
MHS131,People Treated,68,01/01/2026,31/03/2026,NHS NORFOLK AND WAVENEY ICB - 26A
MHS132,RTT Performance Percentage,1067,01/01/2026,31/03/2026,NHS NORFOLK AND WAVENEY ICB - 26A
MHS125,People Entering RTT Pathway,27,01/01/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 27D
MHS126,People Waiting,160,01/01/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 27D
MHS131,People Treated,15,01/01/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 27D
MHS132,RTT Performance Percentage,141,01/01/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 27D
MHS125,People Entering RTT Pathway,21,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 36J
MHS126,People Waiting,175,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 36J
MHS131,People Treated,13,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 36J
MHS132,RTT Performance Percentage,347,01/01/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 36J
MHS125,People Entering RTT Pathway,35,01/01/2026,31/03/2026,NHS SOUTH WEST LONDON ICB - 36L
MHS126,People Waiting,162,01/01/2026,31/03/2026,NHS SOUTH WEST LONDON ICB - 36L
MHS131,People Treated,28,01/01/2026,31/03/2026,NHS SOUTH WEST LONDON ICB - 36L
MHS132,RTT Performance Percentage,422,01/01/2026,31/03/2026,NHS SOUTH WEST LONDON ICB - 36L
MHS125,People Entering RTT Pathway,40,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 42D
MHS126,People Waiting,158,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 42D
MHS131,People Treated,9,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 42D
MHS132,RTT Performance Percentage,76,01/01/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 42D
MHS125,People Entering RTT Pathway,51,01/01/2026,31/03/2026,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R
MHS126,People Waiting,232,01/01/2026,31/03/2026,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R
MHS131,People Treated,18,01/01/2026,31/03/2026,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R
MHS132,RTT Performance Percentage,145,01/01/2026,31/03/2026,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R
MHS125,People Entering RTT Pathway,57,01/01/2026,31/03/2026,NHS SUSSEX ICB - 70F
MHS126,People Waiting,235,01/01/2026,31/03/2026,NHS SUSSEX ICB - 70F
MHS131,People Treated,90,01/01/2026,31/03/2026,NHS SUSSEX ICB - 70F
MHS132,RTT Performance Percentage,364,01/01/2026,31/03/2026,NHS SUSSEX ICB - 70F
MHS125,People Entering RTT Pathway,55,01/01/2026,31/03/2026,NHS LINCOLNSHIRE ICB - 71E
MHS126,People Waiting,162,01/01/2026,31/03/2026,NHS LINCOLNSHIRE ICB - 71E
MHS131,People Treated,6,01/01/2026,31/03/2026,NHS LINCOLNSHIRE ICB - 71E
