KPI_CATEGORY,KPI_ID,KPI_NAME,VALUE,PERIOD_START,PERIOD_END,REGION
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,THE MOORINGS DEVON
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,THE MOORINGS DEVON
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,HELD HEALTH LIMITED
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,HELD HEALTH LIMITED
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,CARALINE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,CARALINE
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,KENT & MEDWAY SAFE HAVENS
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,KENT & MEDWAY SAFE HAVENS
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,NORFOLK AND WAVENEY MIND
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,NORFOLK AND WAVENEY MIND
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,TAKE OFF
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,TAKE OFF
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,FAIR FUTURES CIC
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,FAIR FUTURES CIC
Beds,MHS24,Bed days in RP,330,01/03/2026,31/03/2026,ARCADIA CARE LTD
Beds,MHS25,Bed days less leave in RP,330,01/03/2026,31/03/2026,ARCADIA CARE LTD
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,BLACK COUNTRY MENTAL HEALTH
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,BLACK COUNTRY MENTAL HEALTH
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,SURREY WELLBEING PARTNERSHIP
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,SURREY WELLBEING PARTNERSHIP
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,BAND
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,BAND
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ROTHERHAM SAFE SPACE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ROTHERHAM SAFE SPACE
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,CORNWALL MIND
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,CORNWALL MIND
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ABL HEALTH - SWINDON
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ABL HEALTH - SWINDON
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,BRISTOL MIND
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,BRISTOL MIND
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ANGLIA CARE TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ANGLIA CARE TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,NORFOLK
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,NORFOLK
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,INNOVATE ADHD LTD
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,INNOVATE ADHD LTD
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,TEESSIDE MIND
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,TEESSIDE MIND
Beds,MHS24,Bed days in RP,1300,01/03/2026,31/03/2026,ST MATTHEWS HEALTHCARE
Beds,MHS25,Bed days less leave in RP,1300,01/03/2026,31/03/2026,ST MATTHEWS HEALTHCARE
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,WE ARE WITH YOU IN CORNWALL TRURO
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,WE ARE WITH YOU IN CORNWALL TRURO
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ADHD NORTH WEST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ADHD NORTH WEST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ALLIANCE PSYCHOLOGY SERVICES LTD (YARM ROAD)
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ALLIANCE PSYCHOLOGY SERVICES LTD (YARM ROAD)
Beds,MHS24,Bed days in RP,1565,01/03/2026,31/03/2026,TURNING POINT
Beds,MHS25,Bed days less leave in RP,1565,01/03/2026,31/03/2026,TURNING POINT
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,UNIVERSITY MEDICAL CENTRE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,UNIVERSITY MEDICAL CENTRE
Beds,MHS24,Bed days in RP,53975,01/03/2026,31/03/2026,CYGNET HEALTH CARE LIMITED
Beds,MHS25,Bed days less leave in RP,51905,01/03/2026,31/03/2026,CYGNET HEALTH CARE LIMITED
Beds,MHS24,Bed days in RP,19410,01/03/2026,31/03/2026,PARTNERSHIPS IN CARE LTD
Beds,MHS25,Bed days less leave in RP,19410,01/03/2026,31/03/2026,PARTNERSHIPS IN CARE LTD
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,CITY HEALTH CARE PARTNERSHIP CIC
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,CITY HEALTH CARE PARTNERSHIP CIC
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,YOUR HEALTHCARE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,YOUR HEALTHCARE
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,HERTS MIND NETWORK (HEMEL HEMPSTEAD)
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,HERTS MIND NETWORK (HEMEL HEMPSTEAD)
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,MEDWAY COMMUNITY HEALTHCARE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,MEDWAY COMMUNITY HEALTHCARE
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,PROVIDE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,PROVIDE
Beds,MHS24,Bed days in RP,2390,01/03/2026,31/03/2026,NAVIGO HEALTH AND SOCIAL CARE CIC
Beds,MHS25,Bed days less leave in RP,2320,01/03/2026,31/03/2026,NAVIGO HEALTH AND SOCIAL CARE CIC
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,HCRG CARE LTD
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,HCRG CARE LTD
Beds,MHS24,Bed days in RP,2915,01/03/2026,31/03/2026,LIVEWELL SOUTHWEST
Beds,MHS25,Bed days less leave in RP,2830,01/03/2026,31/03/2026,LIVEWELL SOUTHWEST
Beds,MHS24,Bed days in RP,410,01/03/2026,31/03/2026,RIVERDALE GRANGE LIMITED
Beds,MHS25,Bed days less leave in RP,345,01/03/2026,31/03/2026,RIVERDALE GRANGE LIMITED
Beds,MHS24,Bed days in RP,13465,01/03/2026,31/03/2026,PRIORY GROUP LIMITED
Beds,MHS25,Bed days less leave in RP,13465,01/03/2026,31/03/2026,PRIORY GROUP LIMITED
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,BRIGHTON AND HOVE MEMORY ASSESSMENT SERVICE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,BRIGHTON AND HOVE MEMORY ASSESSMENT SERVICE
Beds,MHS24,Bed days in RP,13570,01/03/2026,31/03/2026,ST ANDREW'S HEALTHCARE
Beds,MHS25,Bed days less leave in RP,13355,01/03/2026,31/03/2026,ST ANDREW'S HEALTHCARE
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,INVICTA HEALTH PRIMARY CARE MENTAL HEALTH SERVICES
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,INVICTA HEALTH PRIMARY CARE MENTAL HEALTH SERVICES
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,SUTTON MENTAL HEALTH FOUNDATION
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,SUTTON MENTAL HEALTH FOUNDATION
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,PERSONALISED EATING DISORDER SUPPORT
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,PERSONALISED EATING DISORDER SUPPORT
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ONSIDE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ONSIDE
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,AMAZE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,AMAZE
Beds,MHS24,Bed days in RP,100,01/03/2026,31/03/2026,BATH MIND
Beds,MHS25,Bed days less leave in RP,100,01/03/2026,31/03/2026,BATH MIND
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,MAP
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,MAP
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ALZHEIMER'S SOCIETY SOUTH TYNESIDE AREA
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ALZHEIMER'S SOCIETY SOUTH TYNESIDE AREA
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,TELEDOCTOR LTD
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,TELEDOCTOR LTD
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,HARLEY MENTAL HEALTH LTD
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,HARLEY MENTAL HEALTH LTD
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,RTN MENTAL HEALTH SOLUTIONS LIMITED
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,RTN MENTAL HEALTH SOLUTIONS LIMITED
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,SAFE SPACES
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,SAFE SPACES
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,HOPE HAVEN
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,HOPE HAVEN
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,JAMES' PLACE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,JAMES' PLACE
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ORMISTON FAMILIES CAMHS NORFOLK AND WAVENEY
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ORMISTON FAMILIES CAMHS NORFOLK AND WAVENEY
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,FARFIELD
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,FARFIELD
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,WAYTHROUGH (CAMBRIDGESHIRE & BEDFORDSHIRE EMPLOYMENT SERVICE)
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,WAYTHROUGH (CAMBRIDGESHIRE & BEDFORDSHIRE EMPLOYMENT SERVICE)
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,SCARBOROUGH
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,SCARBOROUGH
Beds,MHS24,Bed days in RP,265,01/03/2026,31/03/2026,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,200,01/03/2026,31/03/2026,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,RELATE BIRMINGHAM
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,RELATE BIRMINGHAM
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,SHINE LINCOLNSHIRE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,SHINE LINCOLNSHIRE
Beds,MHS24,Bed days in RP,3785,01/03/2026,31/03/2026,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
Beds,MHS25,Bed days less leave in RP,3760,01/03/2026,31/03/2026,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
Beds,MHS24,Bed days in RP,16860,01/03/2026,31/03/2026,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,16850,01/03/2026,31/03/2026,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,SAFETY NET
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,SAFETY NET
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,COGNUS LIMITED
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,COGNUS LIMITED
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,EMERGE DVH
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,EMERGE DVH
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ACTS TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ACTS TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,HALTON EHWB
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,HALTON EHWB
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,EMERGE MTW
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,EMERGE MTW
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,SELF INJURY SUPPORT
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,SELF INJURY SUPPORT
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,YORKSHIRE HEALTH PARTNERS LTD
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,YORKSHIRE HEALTH PARTNERS LTD
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ROYAL SURREY NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ROYAL SURREY NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ROYAL FREE LONDON NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ROYAL FREE LONDON NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,8900,01/03/2026,31/03/2026,NORTH EAST LONDON NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,8815,01/03/2026,31/03/2026,NORTH EAST LONDON NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,50,01/03/2026,31/03/2026,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,50,01/03/2026,31/03/2026,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,455,01/03/2026,31/03/2026,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,350,01/03/2026,31/03/2026,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,5955,01/03/2026,31/03/2026,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,5770,01/03/2026,31/03/2026,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,10955,01/03/2026,31/03/2026,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,10350,01/03/2026,31/03/2026,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,3530,01/03/2026,31/03/2026,SOMERSET NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,3315,01/03/2026,31/03/2026,SOMERSET NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,23365,01/03/2026,31/03/2026,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,23225,01/03/2026,31/03/2026,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,3360,01/03/2026,31/03/2026,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,3175,01/03/2026,31/03/2026,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,WHITTINGTON HEALTH NHS TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,WHITTINGTON HEALTH NHS TRUST
Beds,MHS24,Bed days in RP,20690,01/03/2026,31/03/2026,WEST LONDON NHS TRUST
Beds,MHS25,Bed days less leave in RP,19905,01/03/2026,31/03/2026,WEST LONDON NHS TRUST
Beds,MHS24,Bed days in RP,3845,01/03/2026,31/03/2026,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST
Beds,MHS25,Bed days less leave in RP,3780,01/03/2026,31/03/2026,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST
Beds,MHS24,Bed days in RP,11400,01/03/2026,31/03/2026,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,10945,01/03/2026,31/03/2026,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,10860,01/03/2026,31/03/2026,OXFORD HEALTH NHS FOUNDATION TRUST
Beds,MHS25,Bed days less leave in RP,10775,01/03/2026,31/03/2026,OXFORD HEALTH NHS FOUNDATION TRUST
Beds,MHS24,Bed days in RP,245,01/03/2026,31/03/2026,NEWMARKET HOUSE HEALTHCARE LTD
Beds,MHS25,Bed days less leave in RP,245,01/03/2026,31/03/2026,NEWMARKET HOUSE HEALTHCARE LTD
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,"RELATE LEICESTER, LEICESTERSHIRE AND RUTLAND"
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,"RELATE LEICESTER, LEICESTERSHIRE AND RUTLAND"
Beds,MHS24,Bed days in RP,3280,01/03/2026,31/03/2026,ST MAGNUS HOSPITAL
Beds,MHS25,Bed days less leave in RP,3280,01/03/2026,31/03/2026,ST MAGNUS HOSPITAL
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ST CUTHBERTS HOSPICE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ST CUTHBERTS HOSPICE
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,MIND BLMK
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,MIND BLMK
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,EATING MATTERS
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,EATING MATTERS
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,WINSTON'S WISH (CHELTENHAM)
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,WINSTON'S WISH (CHELTENHAM)
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,BARCA - LEEDS
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,BARCA - LEEDS
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,TIME2TALK
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,TIME2TALK
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,THE LOWDOWN
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,THE LOWDOWN
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,MERSEYSIDE YOUTH ASSOCIATION LTD
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,MERSEYSIDE YOUTH ASSOCIATION LTD
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,YOUNG PERSONS ADVISORY SERVICE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,YOUNG PERSONS ADVISORY SERVICE
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,THE SHAW TRUST LTD
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,THE SHAW TRUST LTD
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ABL HEALTH
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ABL HEALTH
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,WIGAN FAMILY WELFARE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,WIGAN FAMILY WELFARE
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,CROSSROADS CARE ROTHERHAM
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,CROSSROADS CARE ROTHERHAM
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,CPSL MIND LIMITED
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,CPSL MIND LIMITED
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,AGE UK SUTTON
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,AGE UK SUTTON
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,LIFECRAFT
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,LIFECRAFT
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ROCHDALE AND DISTRICT MIND
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ROCHDALE AND DISTRICT MIND
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,SUNDERLAND COUNSELLING SERVICE
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,SUNDERLAND COUNSELLING SERVICE
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,EARLY BREAK
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,EARLY BREAK
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,THE WARREN OF HULL LIMITED
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,THE WARREN OF HULL LIMITED
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,PENTREATH LIMITED
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,PENTREATH LIMITED
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,OFF THE RECORD TWICKENHAM
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,OFF THE RECORD TWICKENHAM
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,VOLUNTARY ACTION ROTHERHAM
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,VOLUNTARY ACTION ROTHERHAM
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,RENEW COUNSELLING LTD
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,RENEW COUNSELLING LTD
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,ISLE OF WIGHT YOUTH TRUST
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,ISLE OF WIGHT YOUTH TRUST
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,LEEDS SURVIVOR LED CRISIS SERVICES
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,LEEDS SURVIVOR LED CRISIS SERVICES
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,LET'S TALK WELL
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,LET'S TALK WELL
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,BROMLEY Y
Beds,MHS25,Bed days less leave in RP,*,01/03/2026,31/03/2026,BROMLEY Y
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,THE CHILDRENS SOCIETY
