KPI_CATEGORY,KPI_ID,KPI_NAME,VALUE,PERIOD_START,PERIOD_END,REGION
Beds,MHS24,Bed days in RP,3915,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L
Beds,MHS25,Bed days less leave in RP,3595,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L
Beds,MHS24,Bed days in RP,1980,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N
Beds,MHS25,Bed days less leave in RP,1895,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N
Beds,MHS24,Bed days in RP,2520,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P
Beds,MHS25,Bed days less leave in RP,2425,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P
Beds,MHS24,Bed days in RP,3220,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q
Beds,MHS25,Bed days less leave in RP,3220,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q
Beds,MHS24,Bed days in RP,2695,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R
Beds,MHS25,Bed days less leave in RP,2695,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R
Beds,MHS24,Bed days in RP,3530,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00T
Beds,MHS25,Bed days less leave in RP,3485,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00T
Beds,MHS24,Bed days in RP,5325,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00V
Beds,MHS25,Bed days less leave in RP,5185,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00V
Beds,MHS24,Bed days in RP,3460,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X
Beds,MHS25,Bed days less leave in RP,3460,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X
Beds,MHS24,Bed days in RP,4295,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00Y
Beds,MHS25,Bed days less leave in RP,4280,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00Y
Beds,MHS24,Bed days in RP,8125,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A
Beds,MHS25,Bed days less leave in RP,8035,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A
Beds,MHS24,Bed days in RP,3200,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 01D
Beds,MHS25,Bed days less leave in RP,3190,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 01D
Beds,MHS24,Bed days in RP,6235,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E
Beds,MHS25,Bed days less leave in RP,6185,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E
Beds,MHS24,Bed days in RP,1350,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 01F
Beds,MHS25,Bed days less leave in RP,1350,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 01F
Beds,MHS24,Bed days in RP,4855,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 01G
Beds,MHS25,Bed days less leave in RP,4790,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 01G
Beds,MHS24,Bed days in RP,3095,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H
Beds,MHS25,Bed days less leave in RP,3000,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H
Beds,MHS24,Bed days in RP,1695,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 01J
Beds,MHS25,Bed days less leave in RP,1660,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 01J
Beds,MHS24,Bed days in RP,3155,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K
Beds,MHS25,Bed days less leave in RP,3110,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K
Beds,MHS24,Bed days in RP,3715,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 01T
Beds,MHS25,Bed days less leave in RP,3665,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 01T
Beds,MHS24,Bed days in RP,1000,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 01V
Beds,MHS25,Bed days less leave in RP,955,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 01V
Beds,MHS24,Bed days in RP,3920,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 01W
Beds,MHS25,Bed days less leave in RP,3915,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 01W
Beds,MHS24,Bed days in RP,1820,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 01X
Beds,MHS25,Bed days less leave in RP,1800,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 01X
Beds,MHS24,Bed days in RP,2935,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 01Y
Beds,MHS25,Bed days less leave in RP,2905,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 01Y
Beds,MHS24,Bed days in RP,2535,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 02A
Beds,MHS25,Bed days less leave in RP,2535,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 02A
Beds,MHS24,Bed days in RP,6200,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 02E
Beds,MHS25,Bed days less leave in RP,6140,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 02E
Beds,MHS24,Bed days in RP,960,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G
Beds,MHS25,Bed days less leave in RP,960,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G
Beds,MHS24,Bed days in RP,3175,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 02H
Beds,MHS25,Bed days less leave in RP,3175,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 02H
Beds,MHS24,Bed days in RP,1875,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M
Beds,MHS25,Bed days less leave in RP,1875,01/03/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M
Beds,MHS24,Bed days in RP,3485,01/03/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 02P
Beds,MHS25,Bed days less leave in RP,3435,01/03/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 02P
Beds,MHS24,Bed days in RP,2105,01/03/2026,31/03/2026,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q
Beds,MHS25,Bed days less leave in RP,2090,01/03/2026,31/03/2026,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q
Beds,MHS24,Bed days in RP,3000,01/03/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 02T
Beds,MHS25,Bed days less leave in RP,2990,01/03/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 02T
Beds,MHS24,Bed days in RP,6360,01/03/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 02X
Beds,MHS25,Bed days less leave in RP,6225,01/03/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 02X
Beds,MHS24,Bed days in RP,3395,01/03/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y
Beds,MHS25,Bed days less leave in RP,3320,01/03/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y
Beds,MHS24,Bed days in RP,2235,01/03/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03F
Beds,MHS25,Bed days less leave in RP,2110,01/03/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03F
Beds,MHS24,Bed days in RP,2550,01/03/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03H
Beds,MHS25,Bed days less leave in RP,2480,01/03/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03H
Beds,MHS24,Bed days in RP,975,01/03/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03K
Beds,MHS25,Bed days less leave in RP,900,01/03/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03K
Beds,MHS24,Bed days in RP,2790,01/03/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 03L
Beds,MHS25,Bed days less leave in RP,2675,01/03/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 03L
Beds,MHS24,Bed days in RP,7745,01/03/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 03N
Beds,MHS25,Bed days less leave in RP,7430,01/03/2026,31/03/2026,NHS SOUTH YORKSHIRE ICB - 03N
Beds,MHS24,Bed days in RP,2800,01/03/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q
Beds,MHS25,Bed days less leave in RP,2790,01/03/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q
Beds,MHS24,Bed days in RP,5385,01/03/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 03R
Beds,MHS25,Bed days less leave in RP,5360,01/03/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 03R
Beds,MHS24,Bed days in RP,3740,01/03/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W"
Beds,MHS25,Bed days less leave in RP,3640,01/03/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W"
Beds,MHS24,Bed days in RP,4040,01/03/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C"
Beds,MHS25,Bed days less leave in RP,3880,01/03/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C"
Beds,MHS24,Bed days in RP,2945,01/03/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V"
Beds,MHS25,Bed days less leave in RP,2830,01/03/2026,31/03/2026,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V"
Beds,MHS24,Bed days in RP,810,01/03/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y
Beds,MHS25,Bed days less leave in RP,790,01/03/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y
Beds,MHS24,Bed days in RP,1015,01/03/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D
Beds,MHS25,Bed days less leave in RP,1005,01/03/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D
Beds,MHS24,Bed days in RP,2050,01/03/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G
Beds,MHS25,Bed days less leave in RP,2020,01/03/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G
Beds,MHS24,Bed days in RP,1330,01/03/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q
Beds,MHS25,Bed days less leave in RP,1305,01/03/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q
Beds,MHS24,Bed days in RP,2120,01/03/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V
Beds,MHS25,Bed days less leave in RP,2080,01/03/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V
Beds,MHS24,Bed days in RP,4380,01/03/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W
Beds,MHS25,Bed days less leave in RP,4335,01/03/2026,31/03/2026,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W
Beds,MHS24,Bed days in RP,6240,01/03/2026,31/03/2026,NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H
Beds,MHS25,Bed days less leave in RP,6025,01/03/2026,31/03/2026,NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H
Beds,MHS24,Bed days in RP,6905,01/03/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K
Beds,MHS25,Bed days less leave in RP,6280,01/03/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K
Beds,MHS24,Bed days in RP,2475,01/03/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L
Beds,MHS25,Bed days less leave in RP,2410,01/03/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L
Beds,MHS24,Bed days in RP,7910,01/03/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N
Beds,MHS25,Bed days less leave in RP,7840,01/03/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N
Beds,MHS24,Bed days in RP,5225,01/03/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 06Q
Beds,MHS25,Bed days less leave in RP,5215,01/03/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 06Q
Beds,MHS24,Bed days in RP,4745,01/03/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T
Beds,MHS25,Bed days less leave in RP,4675,01/03/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T
Beds,MHS24,Bed days in RP,1025,01/03/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 07G
Beds,MHS25,Bed days less leave in RP,1025,01/03/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 07G
Beds,MHS24,Bed days in RP,2975,01/03/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H
Beds,MHS25,Bed days less leave in RP,2940,01/03/2026,31/03/2026,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H
Beds,MHS24,Bed days in RP,1985,01/03/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K
Beds,MHS25,Bed days less leave in RP,1975,01/03/2026,31/03/2026,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K
Beds,MHS24,Bed days in RP,1045,01/03/2026,31/03/2026,NHS SUSSEX ICB - 09D
Beds,MHS25,Bed days less leave in RP,1030,01/03/2026,31/03/2026,NHS SUSSEX ICB - 09D
Beds,MHS24,Bed days in RP,5755,01/03/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q"
Beds,MHS25,Bed days less leave in RP,5690,01/03/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q"
Beds,MHS24,Bed days in RP,1630,01/03/2026,31/03/2026,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R
Beds,MHS25,Bed days less leave in RP,1590,01/03/2026,31/03/2026,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R
Beds,MHS24,Bed days in RP,6555,01/03/2026,31/03/2026,NHS DORSET ICB - 11J
Beds,MHS25,Bed days less leave in RP,6395,01/03/2026,31/03/2026,NHS DORSET ICB - 11J
Beds,MHS24,Bed days in RP,6150,01/03/2026,31/03/2026,NHS GLOUCESTERSHIRE ICB - 11M
Beds,MHS25,Bed days less leave in RP,5925,01/03/2026,31/03/2026,NHS GLOUCESTERSHIRE ICB - 11M
Beds,MHS24,Bed days in RP,3715,01/03/2026,31/03/2026,NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N
Beds,MHS25,Bed days less leave in RP,3570,01/03/2026,31/03/2026,NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N
Beds,MHS24,Bed days in RP,6345,01/03/2026,31/03/2026,NHS SOMERSET ICB - 11X
Beds,MHS25,Bed days less leave in RP,6090,01/03/2026,31/03/2026,NHS SOMERSET ICB - 11X
Beds,MHS24,Bed days in RP,3140,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 12F
Beds,MHS25,Bed days less leave in RP,3110,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 12F
Beds,MHS24,Bed days in RP,9080,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T
Beds,MHS25,Bed days less leave in RP,8725,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T
Beds,MHS24,Bed days in RP,11965,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 14L
Beds,MHS25,Bed days less leave in RP,11885,01/03/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 14L
Beds,MHS24,Bed days in RP,3730,01/03/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 14Y"
Beds,MHS25,Bed days less leave in RP,3690,01/03/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 14Y"
Beds,MHS24,Bed days in RP,3975,01/03/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
Beds,MHS25,Bed days less leave in RP,3915,01/03/2026,31/03/2026,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
Beds,MHS24,Bed days in RP,11075,01/03/2026,31/03/2026,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C"
Beds,MHS25,Bed days less leave in RP,10960,01/03/2026,31/03/2026,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C"
Beds,MHS24,Bed days in RP,29720,01/03/2026,31/03/2026,NHS BIRMINGHAM AND SOLIHULL ICB - 15E
Beds,MHS25,Bed days less leave in RP,29055,01/03/2026,31/03/2026,NHS BIRMINGHAM AND SOLIHULL ICB - 15E
Beds,MHS24,Bed days in RP,13015,01/03/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 15F
Beds,MHS25,Bed days less leave in RP,12610,01/03/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 15F
Beds,MHS24,Bed days in RP,14220,01/03/2026,31/03/2026,NHS DERBY AND DERBYSHIRE ICB - 15M
Beds,MHS25,Bed days less leave in RP,12880,01/03/2026,31/03/2026,NHS DERBY AND DERBYSHIRE ICB - 15M
Beds,MHS24,Bed days in RP,12530,01/03/2026,31/03/2026,NHS DEVON ICB - 15N
Beds,MHS25,Bed days less leave in RP,12335,01/03/2026,31/03/2026,NHS DEVON ICB - 15N
Beds,MHS24,Bed days in RP,11895,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C
Beds,MHS25,Bed days less leave in RP,11315,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C
Beds,MHS24,Bed days in RP,4865,01/03/2026,31/03/2026,NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C
Beds,MHS25,Bed days less leave in RP,4845,01/03/2026,31/03/2026,NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C
Beds,MHS24,Bed days in RP,9105,01/03/2026,31/03/2026,NHS NORFOLK AND WAVENEY ICB - 26A
Beds,MHS25,Bed days less leave in RP,8750,01/03/2026,31/03/2026,NHS NORFOLK AND WAVENEY ICB - 26A
Beds,MHS24,Bed days in RP,6265,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 27D
Beds,MHS25,Bed days less leave in RP,6170,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 27D
Beds,MHS24,Bed days in RP,9095,01/03/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 36J
Beds,MHS25,Bed days less leave in RP,9045,01/03/2026,31/03/2026,NHS WEST YORKSHIRE ICB - 36J
Beds,MHS24,Bed days in RP,16145,01/03/2026,31/03/2026,NHS SOUTH WEST LONDON ICB - 36L
Beds,MHS25,Bed days less leave in RP,15760,01/03/2026,31/03/2026,NHS SOUTH WEST LONDON ICB - 36L
Beds,MHS24,Bed days in RP,4095,01/03/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 42D
Beds,MHS25,Bed days less leave in RP,3935,01/03/2026,31/03/2026,NHS HUMBER AND NORTH YORKSHIRE ICB - 42D
Beds,MHS24,Bed days in RP,17595,01/03/2026,31/03/2026,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R
Beds,MHS25,Bed days less leave in RP,17450,01/03/2026,31/03/2026,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R
Beds,MHS24,Bed days in RP,1755,01/03/2026,31/03/2026,NHS SUSSEX ICB - 70F
Beds,MHS25,Bed days less leave in RP,1725,01/03/2026,31/03/2026,NHS SUSSEX ICB - 70F
Beds,MHS24,Bed days in RP,7360,01/03/2026,31/03/2026,NHS LINCOLNSHIRE ICB - 71E
Beds,MHS25,Bed days less leave in RP,7115,01/03/2026,31/03/2026,NHS LINCOLNSHIRE ICB - 71E
Beds,MHS24,Bed days in RP,25055,01/03/2026,31/03/2026,NHS SOUTH EAST LONDON ICB - 72Q
Beds,MHS25,Bed days less leave in RP,24915,01/03/2026,31/03/2026,NHS SOUTH EAST LONDON ICB - 72Q
Beds,MHS24,Bed days in RP,9330,01/03/2026,31/03/2026,NHS NORTHAMPTONSHIRE ICB - 78H
Beds,MHS25,Bed days less leave in RP,9120,01/03/2026,31/03/2026,NHS NORTHAMPTONSHIRE ICB - 78H
Beds,MHS24,Bed days in RP,4155,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H
Beds,MHS25,Bed days less leave in RP,4040,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H
Beds,MHS24,Bed days in RP,17305,01/03/2026,31/03/2026,NHS KENT AND MEDWAY ICB - 91Q
Beds,MHS25,Bed days less leave in RP,17100,01/03/2026,31/03/2026,NHS KENT AND MEDWAY ICB - 91Q
Beds,MHS24,Bed days in RP,9320,01/03/2026,31/03/2026,NHS SURREY HEARTLANDS ICB - 92A
Beds,MHS25,Bed days less leave in RP,9190,01/03/2026,31/03/2026,NHS SURREY HEARTLANDS ICB - 92A
Beds,MHS24,Bed days in RP,5965,01/03/2026,31/03/2026,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G"
Beds,MHS25,Bed days less leave in RP,5815,01/03/2026,31/03/2026,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G"
Beds,MHS24,Bed days in RP,24395,01/03/2026,31/03/2026,NHS NORTH CENTRAL LONDON ICB - 93C
Beds,MHS25,Bed days less leave in RP,24145,01/03/2026,31/03/2026,NHS NORTH CENTRAL LONDON ICB - 93C
Beds,MHS24,Bed days in RP,1260,01/03/2026,31/03/2026,NHS SUSSEX ICB - 97R
Beds,MHS25,Bed days less leave in RP,1240,01/03/2026,31/03/2026,NHS SUSSEX ICB - 97R
Beds,MHS24,Bed days in RP,7870,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 99A
Beds,MHS25,Bed days less leave in RP,7800,01/03/2026,31/03/2026,NHS CHESHIRE AND MERSEYSIDE ICB - 99A
Beds,MHS24,Bed days in RP,1970,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C
Beds,MHS25,Bed days less leave in RP,1850,01/03/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C
Beds,MHS24,Bed days in RP,2955,01/03/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 99E
Beds,MHS25,Bed days less leave in RP,2955,01/03/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 99E
Beds,MHS24,Bed days in RP,1390,01/03/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 99F
Beds,MHS25,Bed days less leave in RP,1390,01/03/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 99F
Beds,MHS24,Bed days in RP,1865,01/03/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 99G
Beds,MHS25,Bed days less leave in RP,1865,01/03/2026,31/03/2026,NHS MID AND SOUTH ESSEX ICB - 99G
Beds,MHS24,Bed days in RP,29040,01/03/2026,31/03/2026,NHS NORTH EAST LONDON ICB - A3A8R
Beds,MHS25,Bed days less leave in RP,27845,01/03/2026,31/03/2026,NHS NORTH EAST LONDON ICB - A3A8R
Beds,MHS24,Bed days in RP,9595,01/03/2026,31/03/2026,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M
Beds,MHS25,Bed days less leave in RP,9535,01/03/2026,31/03/2026,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M
Beds,MHS24,Bed days in RP,14400,01/03/2026,31/03/2026,NHS BLACK COUNTRY ICB - D2P2L
Beds,MHS25,Bed days less leave in RP,13955,01/03/2026,31/03/2026,NHS BLACK COUNTRY ICB - D2P2L
Beds,MHS24,Bed days in RP,5795,01/03/2026,31/03/2026,NHS FRIMLEY ICB - D4U1Y
Beds,MHS25,Bed days less leave in RP,5715,01/03/2026,31/03/2026,NHS FRIMLEY ICB - D4U1Y
Beds,MHS24,Bed days in RP,22825,01/03/2026,31/03/2026,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V
Beds,MHS25,Bed days less leave in RP,22240,01/03/2026,31/03/2026,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V
Beds,MHS24,Bed days in RP,11080,01/03/2026,31/03/2026,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y"
Beds,MHS25,Bed days less leave in RP,10290,01/03/2026,31/03/2026,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y"
Beds,MHS24,Bed days in RP,4340,01/03/2026,31/03/2026,"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M"
Beds,MHS25,Bed days less leave in RP,4230,01/03/2026,31/03/2026,"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M"
Beds,MHS24,Bed days in RP,27490,01/03/2026,31/03/2026,UNKNOWN
Beds,MHS25,Bed days less leave in RP,27335,01/03/2026,31/03/2026,UNKNOWN
Beds,MHS24,Bed days in RP,31360,01/03/2026,31/03/2026,NHS NORTH WEST LONDON ICB - W2U3Z
Beds,MHS25,Bed days less leave in RP,30390,01/03/2026,31/03/2026,NHS NORTH WEST LONDON ICB - W2U3Z
Beds,MHS24,Bed days in RP,4805,01/03/2026,31/03/2026,NHS WEST YORKSHIRE ICB - X2C4Y
Beds,MHS25,Bed days less leave in RP,4755,01/03/2026,31/03/2026,NHS WEST YORKSHIRE ICB - X2C4Y
Beds,MHS24,Bed days in RP,700917,01/03/2026,31/03/2026,England
Beds,MHS25,Bed days less leave in RP,684861,01/03/2026,31/03/2026,England
Beds,MHS24,Bed days in RP,*,01/03/2026,31/03/2026,NORTH TYNESIDE COUNCIL
